Chn,Identifier,DLC,D0,...1,...2,...3,...4,...5,...6,..D7,Time,Dir
0,000000F1,8,0,0,0,0,0,0,0,0,4.48973,R
0,000000C9,8,EF,C8,EF,0,0,0,0,0,4.48999,R
0,191,8,0,0,0,0,0,0,0,0,4.49024,R
0,000001A1,8,F7,B6,0,0,0,0,0,0,4.4905,R
0,000001C3,8,0,0,0,0,0,0,0,0,4.49076,R
0,000002F9,8,9,0,0,0,0,0,0,0,4.49101,R
0,0000034A,8,0B,0,0,0,0,0,0,0,4.49127,R
0,000000C1,8,1,0,0,0,0,0,0,0,4.49186,R
0,000000C5,8,2,0,0,0,0,0,0,0,4.49212,R
0,1E5,8,3,0,0,0,0,0,0,0,4.49238,R
0,199,8,0,0,0,0,0,0,0,FF,4.49434,R
0,000000F9,8,0,0,0,0,0,0,FF,0,4.4946,R
0,000001CD,8,8,0,0,0,0,0,0,0,4.4969,R
0,348,8,0A,0,0,0,0,0,0,0,4.49716,R
0,000000F1,8,0,0,0,0,0,0,0,0,4.49972,R
0,000000C9,8,3,C9,EF,0,0,0,0,0,4.49997,R
0,191,8,0,0,0,0,0,0,0,0,4.50023,R
0,10,8,0,0,0,0,0,0,0,0,4.50048,R
0,184,8,4,0,0,0,0,0,0,0,4.50091,R
0,334,8,6,0,0,0,0,0,0,0,4.50117,R
