Chn,Identifier,DLC,D0,D1,D2,D3,D4,D5,D6,D7,Time,Dir
0,329,8,2,0,0,0,1,0,0,0,0.0704,R
0,334,8,A1,C6,F4,1,0,0,0,0,0.07057,R
0,382,8,2,0,0,0,1,0,0,0,0.07082,R
0,000004B1,8,2,0,0,0,1,0,0,0,0.07108,R
0,000004F2,8,2,0,0,0,1,0,0,0,0.07133,R
0,587,8,1,0,0,0,2,0,0,0,0.07159,R
0,370,8,2,0,0,0,1,0,0,0,0.07185,R
0,0000043F,8,2,0,0,0,1,0,0,0,0.0721,R
0,000004F1,8,2,0,0,0,1,0,0,0,0.07236,R
0,316,8,2,0,0,0,1,0,0,0,0.08029,R
0,329,8,2,0,0,0,1,0,0,0,0.08055,R
0,382,8,2,0,0,0,1,0,0,0,0.08081,R
0,000004B1,8,2,0,0,0,1,0,0,0,0.08106,R
0,000004F2,8,2,0,0,0,1,0,0,0,0.08132,R
0,587,8,1,0,0,0,2,0,0,0,0.08149,R
0,316,8,2,0,0,0,1,0,0,0,0.08942,R
0,329,8,2,0,0,0,1,0,0,0,0.08968,R
0,382,8,2,0,0,0,1,0,0,0,0.08994,R
0,000004B1,8,2,0,0,0,1,0,0,0,0.09019,R
0,000004F2,8,2,0,0,0,1,0,0,0,0.09045,R
0,587,8,1,0,0,0,2,0,0,0,0.0907,R
0,370,8,2,0,0,0,1,0,0,0,0.09096,R
0,0000043F,8,2,0,0,0,1,0,0,0,0.09122,R
0,000004F1,8,2,0,0,0,1,0,0,0,0.09147,R
0,316,8,2,0,0,0,1,0,0,0,0.09966,R
0,329,8,2,0,0,0,1,0,0,0,0.09984,R
0,382,8,2,0,0,0,1,0,0,0,0.10009,R
0,000004B1,8,2,0,0,0,1,0,0,0,0.10035,R
0,000004F2,8,2,0,0,0,1,0,0,0,0.1006,R
0,587,8,1,0,0,0,2,0,0,0,0.10086,R
0,316,8,2,0,0,0,1,0,0,0,0.1088,R
0,329,8,2,0,0,0,1,0,0,0,0.10905,R
0,000000A2,8,18,0,0,0,0,0,0,0,0.10931,R
0,000000B2,8,0,0,0,0,0,0,0,0,0.10956,R
0,000000C4,8,20,4E,0,0,0,0,0,0,0.10982,R
0,184,8,5D,C6,F4,1,0,0,0,0,0.10999,R
0,1E9,8,F9,C5,F4,1,0,0,0,0,0.11025,R
0,334,8,C1,C6,F4,1,0,0,0,0,0.1105,R
0,382,8,2,0,0,0,1,0,0,0,0.11076,R
0,000004B1,8,2,0,0,0,1,0,0,0,0.11101,R
0,000004F2,8,2,0,0,0,1,0,0,0,0.11127,R
0,587,8,1,0,0,0,2,0,0,0,0.11153,R
0,370,8,2,0,0,0,1,0,0,0,0.11178,R
0,0000043F,8,2,0,0,0,1,0,0,0,0.11204,R
0,000004F1,8,2,0,0,0,1,0,0,0,0.11221,R
0,316,8,2,0,0,0,1,0,0,0,0.12023,R
0,329,8,2,0,0,0,1,0,0,0,0.12049,R
0,382,8,2,0,0,0,1,0,0,0,0.12074,R
0,000004B1,8,2,0,0,0,1,0,0,0,0.121,R
0,000004F2,8,2,0,0,0,1,0,0,0,0.12125,R
0,587,8,1,0,0,0,2,0,0,0,0.12151,R
0,316,8,2,0,0,0,1,0,0,0,0.12945,R
0,329,8,2,0,0,0,1,0,0,0,0.1297,R
0,382,8,2,0,0,0,1,0,0,0,0.12996,R
0,000004B1,8,2,0,0,0,1,0,0,0,0.13021,R
0,000004F2,8,2,0,0,0,1,0,0,0,0.13047,R
0,587,8,1,0,0,0,2,0,0,0,0.13073,R
0,370,8,2,0,0,0,1,0,0,0,0.1309,R
0,0000043F,8,2,0,0,0,1,0,0,0,0.13115,R
0,000004F1,8,2,0,0,0,1,0,0,0,0.13141,R
0,316,8,2,0,0,0,1,0,0,0,0.1396,R
0,329,8,2,0,0,0,1,0,0,0,0.13986,R
0,382,8,2,0,0,0,1,0,0,0,0.14011,R
0,000004B1,8,2,0,0,0,1,0,0,0,0.14037,R
0,000004F2,8,2,0,0,0,1,0,0,0,0.14062,R
0,587,8,1,0,0,0,2,0,0,0,0.14088,R
0,120,4,F0,55,0,0,0,0,,,0.14344,R
0,316,8,2,0,0,0,1,0,0,0,0.14882,R
0,329,8,2,0,0,0,1,0,0,0,0.14899,R
0,0000017D,8,B5,C5,F4,1,0,0,0,0,0.14924,R
0,0000017F,8,19,C6,F4,1,0,0,0,0,0.1495,R
0,184,8,7D,C6,F4,1,0,0,0,0,0.14976,R
0,000001C7,8,51,C5,F4,1,0,0,0,0,0.15001,R
0,000001CD,8,B5,C5,F4,1,0,0,0,0,0.15027,R
0,1E9,8,19,C6,F4,1,0,0,0,0,0.15044,R
0,334,8,E1,C6,F4,1,0,0,0,0,0.15069,R
0,382,8,2,0,0,0,1,0,0,0,0.15095,R
0,000004B1,8,2,0,0,0,1,0,0,0,0.15121,R
0,000004F2,8,2,0,0,0,1,0,0,0,0.15146,R
0,587,8,1,0,0,0,2,0,0,0,0.15172,R
0,370,8,2,0,0,0,1,0,0,0,0.15197,R
0,0000043F,8,2,0,0,0,1,0,0,0,0.15223,R
0,000004F1,8,2,0,0,0,1,0,0,0,0.15249,R
0,000000A2,8,18,0,0,0,0,0,0,0,0.15923,R
0,000000B2,8,0,0,0,0,0,0,0,0,0.15948,R
0,000000C4,8,20,4E,0,0,0,0,0,0,0.15974,R
0,316,8,2,0,0,0,1,0,0,0,0.16059,R
0,329,8,2,0,0,0,1,0,0,0,0.16085,R
0,382,8,2,0,0,0,1,0,0,0,0.1611,R
0,000004B1,8,2,0,0,0,1,0,0,0,0.16136,R
0,000004F2,8,2,0,0,0,1,0,0,0,0.16153,R
0,587,8,1,0,0,0,2,0,0,0,0.16179,R
0,316,8,2,0,0,0,1,0,0,0,0.16972,R
0,329,8,2,0,0,0,1,0,0,0,0.16998,R
0,382,8,2,0,0,0,1,0,0,0,0.17024,R
0,000004B1,8,2,0,0,0,1,0,0,0,0.17049,R
0,000004F2,8,2,0,0,0,1,0,0,0,0.17075,R
0,587,8,1,0,0,0,2,0,0,0,0.171,R
0,370,8,2,0,0,0,1,0,0,0,0.17126,R
0,0000043F,8,2,0,0,0,1,0,0,0,0.17152,R
0,000004F1,8,2,0,0,0,1,0,0,0,0.17177,R
0,316,8,2,0,0,0,1,0,0,0,0.17988,R
0,329,8,2,0,0,0,1,0,0,0,0.18013,R
0,382,8,2,0,0,0,1,0,0,0,0.18039,R
0,000004B1,8,2,0,0,0,1,0,0,0,0.18065,R
0,000004F2,8,2,0,0,0,1,0,0,0,0.1809,R
0,587,8,1,0,0,0,2,0,0,0,0.18116,R
0,316,8,2,0,0,0,1,0,0,0,0.18909,R
0,184,8,1,C7,F4,1,0,0,0,0,0.18935,R
0,000001C7,8,D5,C5,F4,1,0,0,0,0,0.18961,R
0,000001CD,8,39,C6,F4,1,0,0,0,0,0.18986,R
0,1E9,8,9D,C6,F4,1,0,0,0,0,0.19003,R
0,329,8,2,0,0,0,1,0,0,0,0.19029,R
0,334,8,65,C7,F4,1,0,0,0,0,0.19054,R
0,382,8,2,0,0,0,1,0,0,0,0.1908,R
0,000004B1,8,2,0,0,0,1,0,0,0,0.19106,R
0,000004F2,8,2,0,0,0,1,0,0,0,0.19131,R
0,587,8,1,0,0,0,2,0,0,0,0.19157,R
0,370,8,2,0,0,0,1,0,0,0,0.19174,R
0,0000043F,8,2,0,0,0,1,0,0,0,0.192,R
0,000004F1,8,2,0,0,0,1,0,0,0,0.19225,R
0,316,8,2,0,0,0,1,0,0,0,0.20027,R
0,329,8,2,0,0,0,1,0,0,0,0.20044,R
0,382,8,2,0,0,0,1,0,0,0,0.2007,R
0,000004B1,8,2,0,0,0,1,0,0,0,0.20096,R
0,000004F2,8,2,0,0,0,1,0,0,0,0.20121,R
0,587,8,1,0,0,0,2,0,0,0,0.20147,R
0,000000A2,8,18,0,0,0,0,0,0,0,0.20923,R
0,000000B2,8,0,0,0,0,0,0,0,0,0.20949,R
0,000000C4,8,20,4E,0,0,0,0,0,0,0.20974,R
0,316,8,2,0,0,0,1,0,0,0,0.21,R
0,329,8,2,0,0,0,1,0,0,0,0.21026,R
0,382,8,2,0,0,0,1,0,0,0,0.21051,R
0,000004B1,8,2,0,0,0,1,0,0,0,0.21077,R
0,000004F2,8,2,0,0,0,1,0,0,0,0.21102,R
0,587,8,1,0,0,0,2,0,0,0,0.2112,R
0,370,8,2,0,0,0,1,0,0,0,0.21145,R
0,0000043F,8,2,0,0,0,1,0,0,0,0.21171,R
0,000004F1,8,2,0,0,0,1,0,0,0,0.21196,R
0,316,8,2,0,0,0,1,0,0,0,0.2199,R
0,329,8,2,0,0,0,1,0,0,0,0.22016,R
0,382,8,2,0,0,0,1,0,0,0,0.22041,R
0,000004B1,8,2,0,0,0,1,0,0,0,0.22067,R
0,000004F2,8,2,0,0,0,1,0,0,0,0.22092,R
0,587,8,1,0,0,0,2,0,0,0,0.22118,R
0,120,4,F0,55,0,0,0,0,,,0.2234,R
0,316,8,2,0,0,0,1,0,0,0,0.22912,R
0,184,8,21,C7,F4,1,0,0,0,0,0.22929,R
0,000001C7,8,F5,C5,F4,1,0,0,0,0,0.22954,R
0,000001CD,8,59,C6,F4,1,0,0,0,0,0.2298,R
0,1E9,8,BD,C6,F4,1,0,0,0,0,0.23005,R
0,329,8,2,0,0,0,1,0,0,0,0.23031,R
0,334,8,85,C7,F4,1,0,0,0,0,0.23048,R
0,382,8,2,0,0,0,1,0,0,0,0.23074,R
0,000004B1,8,2,0,0,0,1,0,0,0,0.23099,R
0,000004F2,8,2,0,0,0,1,0,0,0,0.23125,R
0,587,8,1,0,0,0,2,0,0,0,0.2315,R
0,370,8,2,0,0,0,1,0,0,0,0.23176,R
0,0000043F,8,2,0,0,0,1,0,0,0,0.23202,R
0,000004F1,8,2,0,0,0,1,0,0,0,0.23227,R
0,000004D1,8,EB,C7,F4,1,0,0,0,0,0.23594,R
0,000004C1,8,4F,C8,F4,1,0,0,0,0,0.2362,R
0,316,8,2,0,0,0,1,0,0,0,0.24021,R
0,329,8,2,0,0,0,1,0,0,0,0.24046,R
0,382,8,2,0,0,0,1,0,0,0,0.24072,R
0,000004B1,8,2,0,0,0,1,0,0,0,0.24098,R
0,000004F2,8,2,0,0,0,1,0,0,0,0.24123,R
0,587,8,1,0,0,0,2,0,0,0,0.24149,R
0,0000017D,8,51,C8,F4,1,0,0,0,0,0.2426,R
0,0000017F,8,B5,C8,F4,1,0,0,0,0,0.24285,R
0,316,8,2,0,0,0,1,0,0,0,0.24942,R
0,329,8,2,0,0,0,1,0,0,0,0.2496,R
0,382,8,2,0,0,0,1,0,0,0,0.24985,R
0,000004B1,8,2,0,0,0,1,0,0,0,0.25011,R
0,000004F2,8,2,0,0,0,1,0,0,0,0.25036,R
0,587,8,1,0,0,0,2,0,0,0,0.25062,R
0,370,8,2,0,0,0,1,0,0,0,0.25088,R
0,0000043F,8,2,0,0,0,1,0,0,0,0.25113,R
0,000004F1,8,2,0,0,0,1,0,0,0,0.25139,R
0,000000A2,8,18,0,0,0,0,0,0,0,0.25924,R
0,000000B2,8,0,0,0,0,0,0,0,0,0.25949,R
0,000000C4,8,20,4E,0,0,0,0,0,0,0.25975,R
0,316,8,2,0,0,0,1,0,0,0,0.26001,R
0,329,8,2,0,0,0,1,0,0,0,0.26026,R
0,382,8,2,0,0,0,1,0,0,0,0.26052,R
0,000004B1,8,2,0,0,0,1,0,0,0,0.26077,R
0,000004F2,8,2,0,0,0,1,0,0,0,0.26103,R
0,587,8,1,0,0,0,2,0,0,0,0.2612,R
0,000001C7,8,6D,C8,F4,1,0,0,0,0,0.26922,R
0,184,8,99,C9,F4,1,0,0,0,0,0.26948,R
0,000001CD,8,D1,C8,F4,1,0,0,0,0,0.26973,R
0,1E9,8,35,C9,F4,1,0,0,0,0,0.26999,R
0,316,8,2,0,0,0,1,0,0,0,0.27025,R
0,329,8,2,0,0,0,1,0,0,0,0.2705,R
0,334,8,FD,C9,F4,1,0,0,0,0,0.27067,R
0,382,8,2,0,0,0,1,0,0,0,0.27093,R
0,000004B1,8,2,0,0,0,1,0,0,0,0.27118,R
0,000004F2,8,2,0,0,0,1,0,0,0,0.27144,R
0,587,8,1,0,0,0,2,0,0,0,0.2717,R
0,370,8,2,0,0,0,1,0,0,0,0.27195,R
0,0000043F,8,2,0,0,0,1,0,0,0,0.27221,R
0,000004F1,8,2,0,0,0,1,0,0,0,0.27246,R
0,316,8,2,0,0,0,1,0,0,0,0.28049,R
0,329,8,2,0,0,0,1,0,0,0,0.28074,R
0,382,8,2,0,0,0,1,0,0,0,0.281,R
0,000004B1,8,2,0,0,0,1,0,0,0,0.28125,R
0,000004F2,8,2,0,0,0,1,0,0,0,0.28151,R
0,587,8,1,0,0,0,2,0,0,0,0.28177,R
0,316,8,2,0,0,0,1,0,0,0,0.2897,R
0,329,8,2,0,0,0,1,0,0,0,0.28996,R
0,382,8,2,0,0,0,1,0,0,0,0.29021,R
0,000004B1,8,2,0,0,0,1,0,0,0,0.29047,R
0,000004F2,8,2,0,0,0,1,0,0,0,0.29073,R
0,587,8,1,0,0,0,2,0,0,0,0.2909,R
0,370,8,2,0,0,0,1,0,0,0,0.29115,R
0,0000043F,8,2,0,0,0,1,0,0,0,0.29141,R
0,000004F1,8,2,0,0,0,1,0,0,0,0.29166,R
0,316,8,2,0,0,0,1,0,0,0,0.29986,R
0,329,8,2,0,0,0,1,0,0,0,0.30011,R
0,382,8,2,0,0,0,1,0,0,0,0.30037,R
0,000004B1,8,2,0,0,0,1,0,0,0,0.30062,R
0,000004F2,8,2,0,0,0,1,0,0,0,0.30088,R
0,587,8,1,0,0,0,2,0,0,0,0.30105,R
0,120,4,F0,55,0,0,0,0,,,0.30344,R
0,316,8,2,0,0,0,1,0,0,0,0.30907,R
0,000000A2,8,18,0,0,0,0,0,0,0,0.30933,R
0,000000B2,8,0,0,0,0,0,0,0,0,0.3095,R
0,000000C4,8,20,4E,0,0,0,0,0,0,0.30976,R
0,184,8,B9,C9,F4,1,0,0,0,0,0.31001,R
0,1E9,8,55,C9,F4,1,0,0,0,0,0.31027,R
0,329,8,2,0,0,0,1,0,0,0,0.31052,R
0,334,8,1D,CA,F4,1,0,0,0,0,0.31078,R
0,382,8,2,0,0,0,1,0,0,0,0.31104,R
0,000004B1,8,2,0,0,0,1,0,0,0,0.31121,R
0,000004F2,8,2,0,0,0,1,0,0,0,0.31146,R
0,587,8,1,0,0,0,2,0,0,0,0.31172,R
0,370,8,2,0,0,0,1,0,0,0,0.31197,R
0,0000043F,8,2,0,0,0,1,0,0,0,0.31223,R
0,000004F1,8,2,0,0,0,1,0,0,0,0.31249,R
0,316,8,2,0,0,0,1,0,0,0,0.32051,R
0,329,8,2,0,0,0,1,0,0,0,0.32076,R
0,382,8,2,0,0,0,1,0,0,0,0.32102,R
0,000004B1,8,2,0,0,0,1,0,0,0,0.32128,R
0,000004F2,8,2,0,0,0,1,0,0,0,0.32153,R
0,587,8,1,0,0,0,2,0,0,0,0.3217,R
0,316,8,2,0,0,0,1,0,0,0,0.32972,R
0,329,8,2,0,0,0,1,0,0,0,0.32989,R
0,382,8,2,0,0,0,1,0,0,0,0.33015,R
0,000004B1,8,2,0,0,0,1,0,0,0,0.33041,R
0,000004F2,8,2,0,0,0,1,0,0,0,0.33066,R
0,587,8,1,0,0,0,2,0,0,0,0.33092,R
0,370,8,2,0,0,0,1,0,0,0,0.33117,R
0,0000043F,8,2,0,0,0,1,0,0,0,0.33143,R
0,000004F1,8,2,0,0,0,1,0,0,0,0.33169,R
0,0000017D,8,F9,C8,F4,1,0,0,0,0,0.33595,R
0,0000017F,8,5D,C9,F4,1,0,0,0,0,0.33621,R
0,316,8,2,0,0,0,1,0,0,0,0.33988,R
0,329,8,2,0,0,0,1,0,0,0,0.34005,R
0,382,8,2,0,0,0,1,0,0,0,0.3403,R
0,000004B1,8,2,0,0,0,1,0,0,0,0.34056,R
0,000004F2,8,2,0,0,0,1,0,0,0,0.34082,R
0,587,8,1,0,0,0,2,0,0,0,0.34107,R
0,316,8,2,0,0,0,1,0,0,0,0.34901,R
0,329,8,2,0,0,0,1,0,0,0,0.34926,R
0,184,8,3D,CA,F4,1,0,0,0,0,0.34952,R
0,000001C7,8,11,C9,F4,1,0,0,0,0,0.34978,R
0,000001CD,8,75,C9,F4,1,0,0,0,0,0.35003,R
0,1E9,8,D9,C9,F4,1,0,0,0,0,0.3502,R
0,334,8,A1,CA,F4,1,0,0,0,0,0.35046,R
0,382,8,2,0,0,0,1,0,0,0,0.35072,R
0,000004B1,8,2,0,0,0,1,0,0,0,0.35097,R
0,000004F2,8,2,0,0,0,1,0,0,0,0.35123,R
0,587,8,1,0,0,0,2,0,0,0,0.35148,R
0,370,8,2,0,0,0,1,0,0,0,0.35174,R
0,0000043F,8,2,0,0,0,1,0,0,0,0.352,R
0,000004F1,8,2,0,0,0,1,0,0,0,0.35217,R
0,000000A2,8,18,0,0,0,0,0,0,0,0.35925,R
0,000000B2,8,0,0,0,0,0,0,0,0,0.3595,R
0,000000C4,8,20,4E,0,0,0,0,0,0,0.35976,R
0,316,8,2,0,0,0,1,0,0,0,0.36019,R
0,329,8,2,0,0,0,1,0,0,0,0.36044,R
0,382,8,2,0,0,0,1,0,0,0,0.36061,R
0,000004B1,8,2,0,0,0,1,0,0,0,0.36087,R
0,000004F2,8,2,0,0,0,1,0,0,0,0.36113,R
0,587,8,1,0,0,0,2,0,0,0,0.36138,R
0,316,8,2,0,0,0,1,0,0,0,0.36932,R
0,329,8,2,0,0,0,1,0,0,0,0.36957,R
0,382,8,2,0,0,0,1,0,0,0,0.36983,R
0,000004B1,8,2,0,0,0,1,0,0,0,0.37009,R
0,000004F2,8,2,0,0,0,1,0,0,0,0.37034,R
0,587,8,1,0,0,0,2,0,0,0,0.3706,R
0,370,8,2,0,0,0,1,0,0,0,0.37085,R
0,0000043F,8,2,0,0,0,1,0,0,0,0.37111,R
0,000004F1,8,2,0,0,0,1,0,0,0,0.37128,R
0,316,8,2,0,0,0,1,0,0,0,0.37947,R
0,329,8,2,0,0,0,1,0,0,0,0.37973,R
0,382,8,2,0,0,0,1,0,0,0,0.37998,R
0,000004B1,8,2,0,0,0,1,0,0,0,0.38024,R
0,000004F2,8,2,0,0,0,1,0,0,0,0.3805,R
0,587,8,1,0,0,0,2,0,0,0,0.38075,R
0,120,4,F0,55,0,0,0,0,,,0.3834,R
0,316,8,2,0,0,0,1,0,0,0,0.38869,R
0,329,8,2,0,0,0,1,0,0,0,0.38894,R
0,382,8,2,0,0,0,1,0,0,0,0.3892,R
0,184,8,5D,CA,F4,1,0,0,0,0,0.38937,R
0,000001C7,8,31,C9,F4,1,0,0,0,0,0.38963,R
0,000001CD,8,95,C9,F4,1,0,0,0,0,0.38988,R
0,1E9,8,F9,C9,F4,1,0,0,0,0,0.39014,R
0,334,8,C1,CA,F4,1,0,0,0,0,0.3904,R
0,000004B1,8,2,0,0,0,1,0,0,0,0.39057,R
0,000004F2,8,2,0,0,0,1,0,0,0,0.39082,R
0,587,8,1,0,0,0,2,0,0,0,0.39108,R
0,370,8,2,0,0,0,1,0,0,0,0.39133,R
0,0000043F,8,2,0,0,0,1,0,0,0,0.39159,R
0,000004F1,8,2,0,0,0,1,0,0,0,0.39185,R
0,316,8,2,0,0,0,1,0,0,0,0.39978,R
0,329,8,2,0,0,0,1,0,0,0,0.40004,R
0,382,8,2,0,0,0,1,0,0,0,0.40029,R
0,000004B1,8,2,0,0,0,1,0,0,0,0.40055,R
0,000004F2,8,2,0,0,0,1,0,0,0,0.40081,R
0,587,8,1,0,0,0,2,0,0,0,0.40106,R
0,316,8,2,0,0,0,1,0,0,0,0.409,R
0,329,8,2,0,0,0,1,0,0,0,0.40925,R
0,000000A2,8,18,0,0,0,0,0,0,0,0.40951,R
0,000000B2,8,0,0,0,0,0,0,0,0,0.40977,R
0,000000C4,8,20,4E,0,0,0,0,0,0,0.41002,R
0,382,8,2,0,0,0,1,0,0,0,0.41019,R
0,000004B1,8,2,0,0,0,1,0,0,0,0.41045,R
0,000004F2,8,2,0,0,0,1,0,0,0,0.4107,R
0,587,8,1,0,0,0,2,0,0,0,0.41096,R
0,370,8,2,0,0,0,1,0,0,0,0.41122,R
0,0000043F,8,2,0,0,0,1,0,0,0,0.41147,R
0,000004F1,8,2,0,0,0,1,0,0,0,0.41173,R
0,316,8,2,0,0,0,1,0,0,0,0.41984,R
0,329,8,2,0,0,0,1,0,0,0,0.42009,R
0,382,8,2,0,0,0,1,0,0,0,0.42026,R
0,000004B1,8,2,0,0,0,1,0,0,0,0.42052,R
0,000004F2,8,2,0,0,0,1,0,0,0,0.42077,R
0,587,8,1,0,0,0,2,0,0,0,0.42103,R
0,316,8,2,0,0,0,1,0,0,0,0.42897,R
0,329,8,2,0,0,0,1,0,0,0,0.42922,R
0,0000017D,8,B5,C9,F4,1,0,0,0,0,0.42948,R
0,0000017F,8,19,CA,F4,1,0,0,0,0,0.42973,R
0,184,8,7D,CA,F4,1,0,0,0,0,0.42999,R
0,000001C7,8,51,C9,F4,1,0,0,0,0,0.43016,R
0,000001CD,8,B5,C9,F4,1,0,0,0,0,0.43042,R
0,1E9,8,19,CA,F4,1,0,0,0,0,0.43067,R
0,334,8,E1,CA,F4,1,0,0,0,0,0.43093,R
0,382,8,2,0,0,0,1,0,0,0,0.43118,R
0,000004B1,8,2,0,0,0,1,0,0,0,0.43144,R
0,000004F2,8,2,0,0,0,1,0,0,0,0.4317,R
0,587,8,1,0,0,0,2,0,0,0,0.43187,R
0,370,8,2,0,0,0,1,0,0,0,0.43212,R
0,0000043F,8,2,0,0,0,1,0,0,0,0.43238,R
0,000004F1,8,2,0,0,0,1,0,0,0,0.43264,R
0,316,8,2,0,0,0,1,0,0,0,0.44074,R
0,329,8,2,0,0,0,1,0,0,0,0.441,R
0,382,8,2,0,0,0,1,0,0,0,0.44125,R
0,000004B1,8,2,0,0,0,1,0,0,0,0.44151,R
0,000004F2,8,2,0,0,0,1,0,0,0,0.44177,R
0,587,8,1,0,0,0,2,0,0,0,0.44202,R
0,316,8,2,0,0,0,1,0,0,0,0.44996,R
0,329,8,2,0,0,0,1,0,0,0,0.45021,R
0,382,8,2,0,0,0,1,0,0,0,0.45047,R
0,000004B1,8,2,0,0,0,1,0,0,0,0.45073,R
0,000004F2,8,2,0,0,0,1,0,0,0,0.4509,R
0,587,8,1,0,0,0,2,0,0,0,0.45115,R
0,370,8,2,0,0,0,1,0,0,0,0.45141,R
0,0000043F,8,2,0,0,0,1,0,0,0,0.45166,R
0,000004F1,8,2,0,0,0,1,0,0,0,0.45192,R
0,000000A2,8,18,0,0,0,0,0,0,0,0.45926,R
0,000000B2,8,0,0,0,0,0,0,0,0,0.45952,R
0,000000C4,8,20,4E,0,0,0,0,0,0,0.45977,R
0,316,8,2,0,0,0,1,0,0,0,0.46011,R
0,329,8,2,0,0,0,1,0,0,0,0.46037,R
0,382,8,2,0,0,0,1,0,0,0,0.46062,R
0,000004B1,8,2,0,0,0,1,0,0,0,0.46088,R
0,000004F2,8,2,0,0,0,1,0,0,0,0.46114,R
0,587,8,1,0,0,0,2,0,0,0,0.46131,R
0,120,4,F0,55,0,0,0,0,,,0.46344,R
0,000001C7,8,D5,C9,F4,1,0,0,0,0,0.46924,R
0,184,8,1,CB,F4,1,0,0,0,0,0.4695,R
0,000001CD,8,39,CA,F4,1,0,0,0,0,0.46976,R
0,1E9,8,9D,CA,F4,1,0,0,0,0,0.47001,R
0,316,8,2,0,0,0,1,0,0,0,0.47027,R
0,329,8,2,0,0,0,1,0,0,0,0.47052,R
0,334,8,65,CB,F4,1,0,0,0,0,0.47069,R
0,382,8,2,0,0,0,1,0,0,0,0.47095,R
0,000004B1,8,2,0,0,0,1,0,0,0,0.47121,R
0,000004F2,8,2,0,0,0,1,0,0,0,0.47146,R
0,587,8,1,0,0,0,2,0,0,0,0.47172,R
0,370,8,2,0,0,0,1,0,0,0,0.47197,R
0,0000043F,8,2,0,0,0,1,0,0,0,0.47223,R
0,000004F1,8,2,0,0,0,1,0,0,0,0.47249,R
0,316,8,2,0,0,0,1,0,0,0,0.48042,R
0,329,8,2,0,0,0,1,0,0,0,0.48068,R
0,382,8,2,0,0,0,1,0,0,0,0.48093,R
0,000004B1,8,2,0,0,0,1,0,0,0,0.48119,R
0,000004F2,8,2,0,0,0,1,0,0,0,0.48145,R
0,587,8,1,0,0,0,2,0,0,0,0.4817,R
0,316,8,2,0,0,0,1,0,0,0,0.48964,R
0,329,8,2,0,0,0,1,0,0,0,0.48989,R
0,382,8,2,0,0,0,1,0,0,0,0.49006,R
0,000004B1,8,2,0,0,0,1,0,0,0,0.49032,R
0,000004F2,8,2,0,0,0,1,0,0,0,0.49058,R
0,587,8,1,0,0,0,2,0,0,0,0.49083,R
0,370,8,2,0,0,0,1,0,0,0,0.49109,R
0,0000043F,8,2,0,0,0,1,0,0,0,0.49134,R
0,000004F1,8,2,0,0,0,1,0,0,0,0.4916,R
0,316,8,2,0,0,0,1,0,0,0,0.49979,R
0,329,8,2,0,0,0,1,0,0,0,0.50005,R
0,382,8,2,0,0,0,1,0,0,0,0.50022,R
0,000004B1,8,2,0,0,0,1,0,0,0,0.50048,R
0,000004F2,8,2,0,0,0,1,0,0,0,0.50073,R
0,587,8,1,0,0,0,2,0,0,0,0.50099,R
0,316,8,2,0,0,0,1,0,0,0,0.50892,R
0,329,8,2,0,0,0,1,0,0,0,0.50918,R
0,000000A2,8,18,0,0,0,0,0,0,0,0.50944,R
0,000000B2,8,0,0,0,0,0,0,0,0,0.50969,R
0,000000C4,8,20,4E,0,0,0,0,0,0,0.50995,R
0,184,8,21,CB,F4,1,0,0,0,0,0.5102,R
0,1E9,8,BD,CA,F4,1,0,0,0,0,0.51037,R
0,334,8,85,CB,F4,1,0,0,0,0,0.51063,R
0,382,8,2,0,0,0,1,0,0,0,0.51089,R
0,000004B1,8,2,0,0,0,1,0,0,0,0.51114,R
0,000004F2,8,2,0,0,0,1,0,0,0,0.5114,R
0,587,8,1,0,0,0,2,0,0,0,0.51165,R
0,370,8,2,0,0,0,1,0,0,0,0.51191,R
0,0000043F,8,2,0,0,0,1,0,0,0,0.51217,R
0,000004F1,8,2,0,0,0,1,0,0,0,0.51242,R
0,316,8,2,0,0,0,1,0,0,0,0.52044,R
0,329,8,2,0,0,0,1,0,0,0,0.5207,R
0,382,8,2,0,0,0,1,0,0,0,0.52087,R
0,000004B1,8,2,0,0,0,1,0,0,0,0.52113,R
0,000004F2,8,2,0,0,0,1,0,0,0,0.52138,R
0,587,8,1,0,0,0,2,0,0,0,0.52164,R
0,0000017D,8,5D,CA,F4,1,0,0,0,0,0.52258,R
0,0000017F,8,C1,CA,F4,1,0,0,0,0,0.52283,R
0,316,8,2,0,0,0,1,0,0,0,0.52957,R
0,329,8,2,0,0,0,1,0,0,0,0.52983,R
0,382,8,2,0,0,0,1,0,0,0,0.53009,R
0,000004B1,8,2,0,0,0,1,0,0,0,0.53034,R
0,000004F2,8,2,0,0,0,1,0,0,0,0.5306,R
0,587,8,1,0,0,0,2,0,0,0,0.53085,R
0,370,8,2,0,0,0,1,0,0,0,0.53111,R
0,0000043F,8,2,0,0,0,1,0,0,0,0.53128,R
0,000004F1,8,2,0,0,0,1,0,0,0,0.53154,R
0,316,8,2,0,0,0,1,0,0,0,0.53973,R
0,329,8,2,0,0,0,1,0,0,0,0.53998,R
0,382,8,2,0,0,0,1,0,0,0,0.54024,R
0,000004B1,8,2,0,0,0,1,0,0,0,0.5405,R
0,000004F2,8,2,0,0,0,1,0,0,0,0.54075,R
0,587,8,1,0,0,0,2,0,0,0,0.54101,R
0,120,4,F0,55,0,0,0,0,,,0.5434,R
