Chn,Identifier,DLC,D0,D1,D2,D3,D4,D5,D6,D7,Time,Dir
0,370,8,2,0,0,0,1,0,0,0,0.03182,R
0,0000043F,8,2,0,0,0,1,0,0,0,0.03208,R
0,000004F1,8,2,0,0,0,1,0,0,0,0.03234,R
0,316,8,2,0,0,0,1,0,0,0,0.04027,R
0,329,8,2,0,0,0,1,0,0,0,0.04053,R
0,382,8,2,0,0,0,1,0,0,0,0.04078,R
0,000004B1,8,2,0,0,0,1,0,0,0,0.04104,R
0,000004F2,8,2,0,0,0,1,0,0,0,0.0413,R
0,587,8,1,0,0,0,2,0,0,0,0.04155,R
0,316,8,2,0,0,0,1,0,0,0,0.04949,R
0,329,8,2,0,0,0,1,0,0,0,0.04974,R
0,382,8,2,0,0,0,1,0,0,0,0.05,R
0,000004B1,8,2,0,0,0,1,0,0,0,0.05026,R
0,000004F2,8,2,0,0,0,1,0,0,0,0.05051,R
0,587,8,1,0,0,0,2,0,0,0,0.05068,R
0,370,8,2,0,0,0,1,0,0,0,0.05094,R
0,0000043F,8,2,0,0,0,1,0,0,0,0.0512,R
0,000004F1,8,2,0,0,0,1,0,0,0,0.05145,R
0,0000017D,8,F9,C4,F4,1,0,0,0,0,0.05589,R
0,0000017F,8,5D,C5,F4,1,0,0,0,0,0.05614,R
0,000000A2,8,18,0,0,0,0,0,0,0,0.05922,R
0,000000B2,8,0,0,0,0,0,0,0,0,0.05947,R
0,000000C4,8,20,4E,0,0,0,0,0,0,0.05973,R
0,316,8,2,0,0,0,1,0,0,0,0.05998,R
0,329,8,2,0,0,0,1,0,0,0,0.06024,R
0,382,8,2,0,0,0,1,0,0,0,0.0605,R
0,000004B1,8,2,0,0,0,1,0,0,0,0.06075,R
0,000004F2,8,2,0,0,0,1,0,0,0,0.06101,R
0,587,8,1,0,0,0,2,0,0,0,0.06118,R
0,120,4,F0,55,0,0,0,0,,,0.06348,R
0,316,8,2,0,0,0,1,0,0,0,0.06912,R
0,184,8,3D,C6,F4,1,0,0,0,0,0.06937,R
0,000001C7,8,11,C5,F4,1,0,0,0,0,0.06963,R
0,000001CD,8,75,C5,F4,1,0,0,0,0,0.06988,R
0,1E9,8,D9,C5,F4,1,0,0,0,0,0.07014,R
