Chn,Identifier Flg,DLC,D0,...1,...2,...3,...4,...5,...6,..D7,Time,Dir
0,00000191,8,0,0,0,0,0,0,0,0,2.51486,R
0,00000199,8,0,0,0,0,0,0,0,FF,2.51511,R
0,000001F1,8,0,0,0,0,0,0,0,0,2.51537,R
0,000003C9,8,0,0,0,0,0,0,0,0,2.51563,R
0,000000C1,8,1,0,0,0,0,0,0,0,2.52109,R
0,000000C5,8,2,0,0,0,0,0,0,0,2.52134,R
0,000001E5,8,3,0,0,0,0,0,0,0,2.5216,R
0,000000F1,8,0,0,0,0,0,0,0,0,2.52331,R
0,000000C9,8,70,EE,D4,9,0,0,0,0,2.52356,R
0,00000191,8,0,0,0,0,0,0,0,0,2.52382,R
0,000001F3,8,0,0,0,0,0,0,0,0,2.52433,R
0,00000199,8,0,0,0,0,0,0,0,FF,2.52698,R
0,000000F9,8,0,0,0,0,0,0,FF,0,2.52723,R
0,0000019D,8,0,0,0,0,0,FF,FF,0,2.52749,R
0,000001F5,8,0,0,0,0,0,FF,0,0,2.52774,R
0,000000C1,8,1,0,0,0,0,0,0,0,2.53107,R
0,000000C5,8,2,0,0,0,0,0,0,0,2.53133,R
0,000001CD,8,8,0,0,0,0,0,0,0,2.53158,R
0,000001E5,8,3,0,0,0,0,0,0,0,2.53184,R
0,00000184,8,4,0,0,0,0,0,0,0,2.5321,R
0,000001E9,8,5,0,0,0,0,0,0,0,2.53235,R
0,00000334,8,6,0,0,0,0,0,0,0,2.53261,R
0,000001C7,8,7,0,0,0,0,0,0,0,2.53286,R
0,000000F1,8,0,0,0,0,0,0,0,0,2.53329,R
0,000000C9,8,7F,EE,D4,9,0,0,0,0,2.53355,R
0,00000191,8,0,0,0,0,0,0,0,0,2.5338,R
0,000001A1,8,40,B5,0,0,0,0,0,0,2.53406,R
0,000001C3,8,84,EE,D4,9,0,0,0,0,2.53431,R
0,000001E1,8,0,0,0,0,0,0,0,0,2.53457,R
0,00000121,4,2,0,0,0,,,,,2.53824,R
0,00000199,8,0,0,0,0,0,0,0,FF,2.53995,R
0,000000F9,8,0,0,0,0,0,0,FF,0,2.5402,R
0,000000C1,8,1,0,0,0,0,0,0,0,2.54106,R
0,000000C5,8,2,0,0,0,0,0,0,0,2.54131,R
0,000001E5,8,3,0,0,0,0,0,0,0,2.54157,R
0,00000348,8,0A,0,0,0,0,0,0,0,2.54182,R
0,000002F9,8,9,0,0,0,0,0,0,0,2.54208,R
0,0000034A,8,0B,0,0,0,0,0,0,0,2.54234,R
0,000000F1,8,0,0,0,0,0,0,0,0,2.54327,R
0,000000C9,8,93,EE,D4,9,0,0,0,0,2.54353,R
0,00000191,8,0,0,0,0,0,0,0,0,2.54379,R
0,000000C9,8,A1,EE,D4,9,0,0,0,0,2.55002,R
0,00000191,8,0,0,0,0,0,0,0,0,2.55027,R
0,000001A1,8,40,B5,0,0,0,0,0,0,2.55053,R
0,000001C3,8,A6,EE,D4,9,0,0,0,0,2.55078,R
0,000002C3,8,D8,EE,D4,9,0,0,0,0,2.55104,R
0,000000C1,8,1,0,0,0,0,0,0,0,2.5513,R
0,000003C1,8,3C,EF,D4,9,0,0,0,0,2.55147,R
0,000000C5,8,2,0,0,0,0,0,0,0,2.55172,R
0,000003D1,8,4,F0,D4,9,0,0,0,0,2.55198,R
0,000001CD,8,8,0,0,0,0,0,0,0,2.55223,R
0,000001E5,8,3,0,0,0,0,0,0,0,2.55249,R
0,00000184,8,4,0,0,0,0,0,0,0,2.55275,R
0,0000019D,8,0,0,0,0,0,FF,FF,0,2.553,R
0,000000F9,8,0,0,0,0,0,0,FF,0,2.55326,R
0,00000199,8,0,0,0,0,0,0,0,FF,2.55351,R
0,000000F1,8,0,0,0,0,0,0,0,0,2.55377,R
0,000001E9,8,5,0,0,0,0,0,0,0,2.55394,R
0,00000334,8,6,0,0,0,0,0,0,0,2.5542,R
0,000001C7,8,7,0,0,0,0,0,0,0,2.55445,R
0,000003E9,8,A0,EF,D4,9,0,0,0,0,2.55471,R
0,000003F9,8,9A,F0,D4,9,0,0,0,0,2.55497,R
0,000003FB,8,36,F0,D4,9,0,0,0,0,2.55522,R
0,000004C1,8,8E,F2,D4,9,0,0,0,0,2.55548,R
0,000004D1,8,2A,F2,D4,9,0,0,0,0,2.55565,R
0,000004F1,8,12,F6,D4,9,0,0,0,0,2.5559,R
0,00000772,8,76,F6,D4,9,0,0,0,0,2.55616,R
0,000001F3,8,0,0,0,0,0,0,0,0,2.55727,R
0,000000C9,8,21,F6,D4,9,0,0,0,0,2.56009,R
0,00000191,8,0,0,0,0,0,0,0,0,2.56026,R
0,000000C1,8,1,0,0,0,0,0,0,0,2.56111,R
0,000000C5,8,2,0,0,0,0,0,0,0,2.56137,R
0,000001E5,8,3,0,0,0,0,0,0,0,2.56162,R
0,000000F1,8,0,0,0,0,0,0,0,0,2.56333,R
0,00000121,4,2,0,0,0,,,,,2.5635,R
0,00000130,4,10,27,0,0,,,,,2.56367,R
0,000001E1,8,0,0,0,0,0,0,0,0,2.56393,R
0,00000199,8,0,0,0,0,0,0,0,FF,2.56538,R
0,000000F9,8,0,0,0,0,0,0,FF,0,2.56563,R
0,000000C9,8,30,F6,D4,9,0,0,0,0,2.57007,R
0,00000191,8,0,0,0,0,0,0,0,0,2.57033,R
0,000000C1,8,1,0,0,0,0,0,0,0,2.57109,R
0,000000C5,8,2,0,0,0,0,0,0,0,2.57135,R
0,000001CD,8,8,0,0,0,0,0,0,0,2.57161,R
0,000001E5,8,3,0,0,0,0,0,0,0,2.57186,R
0,00000184,8,4,0,0,0,0,0,0,0,2.57212,R
0,000001E9,8,5,0,0,0,0,0,0,0,2.57237,R
0,000001A1,8,40,B5,0,0,0,0,0,0,2.57263,R
0,000001C3,8,36,F6,D4,9,0,0,0,0,2.5728,R
0,000001C7,8,7,0,0,0,0,0,0,0,2.57306,R
0,000000F1,8,0,0,0,0,0,0,0,0,2.57331,R
0,00000334,8,6,0,0,0,0,0,0,0,2.57357,R
0,00000199,8,0,0,0,0,0,0,0,FF,2.57801,R
0,000000F9,8,0,0,0,0,0,0,FF,0,2.57826,R
0,0000019D,8,0,0,0,0,0,FF,FF,0,2.57852,R
0,000001F5,8,0,0,0,0,0,FF,0,0,2.57877,R
0,000000C9,8,44,F6,D4,9,0,0,0,0,2.58005,R
0,00000191,8,0,0,0,0,0,0,0,0,2.58031,R
0,000000C1,8,1,0,0,0,0,0,0,0,2.58108,R
0,000000C5,8,2,0,0,0,0,0,0,0,2.58133,R
0,000001E5,8,3,0,0,0,0,0,0,0,2.58159,R
0,000000F1,8,0,0,0,0,0,0,0,0,2.5833,R
0,00000121,4,2,0,0,0,,,,,2.58825,R
0,000000C9,8,53,F6,D4,9,0,0,0,0,2.59004,R
0,00000191,8,0,0,0,0,0,0,0,0,2.59029,R
0,000001F3,8,0,0,0,0,0,0,0,0,2.59055,R
0,00000199,8,0,0,0,0,0,0,0,FF,2.59106,R
0,000000C1,8,1,0,0,0,0,0,0,0,2.59123,R
0,000000F9,8,0,0,0,0,0,0,FF,0,2.59149,R
0,000000C5,8,2,0,0,0,0,0,0,0,2.59174,R
0,0000017D,8,0C,0,0,0,0,0,0,0,2.592,R
0,0000017F,8,0D,0,0,0,0,0,0,0,2.59226,R
0,000001CD,8,8,0,0,0,0,0,0,0,2.59251,R
0,000001E5,8,3,0,0,0,0,0,0,0,2.59277,R
0,00000184,8,4,0,0,0,0,0,0,0,2.59302,R
0,000001E9,8,5,0,0,0,0,0,0,0,2.59328,R
0,000000F1,8,0,0,0,0,0,0,0,0,2.59354,R
0,000001E1,8,0,0,0,0,0,0,0,0,2.59379,R
0,000002F9,8,9,0,0,0,0,0,0,0,2.59405,R
0,00000348,8,0A,0,0,0,0,0,0,0,2.5943,R
0,00000334,8,6,0,0,0,0,0,0,0,2.59456,R
0,000001C7,8,7,0,0,0,0,0,0,0,2.59482,R
0,0000034A,8,0B,0,0,0,0,0,0,0,2.59507,R
0,000001A1,8,40,B5,0,0,0,0,0,0,2.59575,R
0,000001C3,8,5A,F6,D4,9,0,0,0,0,2.59593,R
0,000000C9,8,67,F6,D4,9,0,0,0,0,2.60002,R
0,00000191,8,0,0,0,0,0,0,0,0,2.60028,R
0,000002C3,8,99,F6,D4,9,0,0,0,0,2.60053,R
0,000000C1,8,1,0,0,0,0,0,0,0,2.60105,R
0,000000C5,8,2,0,0,0,0,0,0,0,2.6013,R
0,000001E5,8,3,0,0,0,0,0,0,0,2.60156,R
0,000000F1,8,0,0,0,0,0,0,0,0,2.60326,R
0,00000199,8,0,0,0,0,0,0,0,FF,2.60361,R
0,000000F9,8,0,0,0,0,0,0,FF,0,2.60386,R
0,0000019D,8,0,0,0,0,0,FF,FF,0,2.60412,R
0,000001F5,8,0,0,0,0,0,FF,0,0,2.60437,R
0,000000C9,8,A8,F6,D4,9,0,0,0,0,2.61009,R
0,00000191,8,0,0,0,0,0,0,0,0,2.61026,R
0,000000C1,8,1,0,0,0,0,0,0,0,2.61111,R
0,000000C5,8,2,0,0,0,0,0,0,0,2.61137,R
0,000001CD,8,8,0,0,0,0,0,0,0,2.61154,R
0,000001E5,8,3,0,0,0,0,0,0,0,2.61188,R
0,00000184,8,4,0,0,0,0,0,0,0,2.61205,R
0,000001E9,8,5,0,0,0,0,0,0,0,2.61231,R
0,00000334,8,6,0,0,0,0,0,0,0,2.61257,R
0,000001C7,8,7,0,0,0,0,0,0,0,2.61282,R
0,000000F1,8,0,0,0,0,0,0,0,0,2.61333,R
0,00000121,4,2,0,0,0,,,,,2.6135,R
0,0000012A,8,0,0,0,0,0,0,0,0,2.61376,R
0,00000130,4,10,27,0,0,,,,,2.61393,R
0,00000134,8,0,0,0,0,0,0,0,0,2.61419,R
0,000001F1,8,0,0,0,0,0,0,0,0,2.61436,R
0,000003C9,8,0,0,0,0,0,0,0,0,2.61461,R
0,00000199,8,0,0,0,0,0,0,0,FF,2.61666,R
0,000000F9,8,0,0,0,0,0,0,FF,0,2.61692,R
0,000000C9,8,B7,F6,D4,9,0,0,0,0,2.62007,R
0,00000191,8,0,0,0,0,0,0,0,0,2.62033,R
0,000001A1,8,40,B5,0,0,0,0,0,0,2.6205,R
0,000001C3,8,BC,F6,D4,9,0,0,0,0,2.62076,R
0,000000C1,8,1,0,0,0,0,0,0,0,2.6211,R
0,000000C5,8,2,0,0,0,0,0,0,0,2.62135,R
0,000001E5,8,3,0,0,0,0,0,0,0,2.62161,R
0,000000F1,8,0,0,0,0,0,0,0,0,2.62332,R
0,000001E1,8,0,0,0,0,0,0,0,0,2.62357,R
0,000001F3,8,0,0,0,0,0,0,0,0,2.62383,R
0,000003F1,8,0,0,0,0,0,0,0,0,2.62733,R
0,00000199,8,0,0,0,0,0,0,0,FF,2.62921,R
0,000000F9,8,0,0,0,0,0,0,FF,0,2.62946,R
0,0000019D,8,0,0,0,0,0,FF,FF,0,2.62972,R
0,000001F5,8,0,0,0,0,0,FF,0,0,2.62997,R
0,000000C9,8,CB,F6,D4,9,0,0,0,0,2.63023,R
0,00000191,8,0,0,0,0,0,0,0,0,2.63049,R
0,000000C1,8,1,0,0,0,0,0,0,0,2.63108,R
0,000000C5,8,2,0,0,0,0,0,0,0,2.63134,R
0,000001CD,8,8,0,0,0,0,0,0,0,2.63159,R
0,000001E5,8,3,0,0,0,0,0,0,0,2.63185,R
0,00000184,8,4,0,0,0,0,0,0,0,2.63211,R
0,000001E9,8,5,0,0,0,0,0,0,0,2.63236,R
0,00000334,8,6,0,0,0,0,0,0,0,2.63262,R
0,000001C7,8,7,0,0,0,0,0,0,0,2.63287,R
0,000000F1,8,0,0,0,0,0,0,0,0,2.6333,R
0,00000121,4,2,0,0,0,,,,,2.63825,R
0,000000C9,8,DA,F6,D4,9,0,0,0,0,2.64004,R
0,00000191,8,0,0,0,0,0,0,0,0,2.6403,R
0,000000C1,8,1,0,0,0,0,0,0,0,2.64107,R
0,000000C5,8,2,0,0,0,0,0,0,0,2.64132,R
0,000001E5,8,3,0,0,0,0,0,0,0,2.64158,R
0,00000348,8,0A,0,0,0,0,0,0,0,2.64183,R
0,000002F9,8,9,0,0,0,0,0,0,0,2.64209,R
0,00000199,8,0,0,0,0,0,0,0,FF,2.64235,R
0,000000F9,8,0,0,0,0,0,0,FF,0,2.6426,R
0,000001A1,8,40,B5,0,0,0,0,0,0,2.64286,R
0,000001C3,8,E0,F6,D4,9,0,0,0,0,2.64311,R
0,000000F1,8,0,0,0,0,0,0,0,0,2.64337,R
0,0000034A,8,0B,0,0,0,0,0,0,0,2.64354,R
0,000000C9,8,EE,F6,D4,9,0,0,0,0,2.65003,R
0,00000191,8,0,0,0,0,0,0,0,0,2.65028,R
0,000002C3,8,20,F7,D4,9,0,0,0,0,2.65054,R
0,000003C1,8,84,F7,D4,9,0,0,0,0,2.65079,R
0,000003D1,8,4C,F8,D4,9,0,0,0,0,2.65105,R
0,000000C1,8,1,0,0,0,0,0,0,0,2.65131,R
0,000003E9,8,E8,F7,D4,9,0,0,0,0,2.65148,R
0,000000C5,8,2,0,0,0,0,0,0,0,2.65173,R
0,000001CD,8,8,0,0,0,0,0,0,0,2.65199,R
0,000001E5,8,3,0,0,0,0,0,0,0,2.65225,R
0,00000184,8,4,0,0,0,0,0,0,0,2.6525,R
0,000001E9,8,5,0,0,0,0,0,0,0,2.65276,R
0,00000334,8,6,0,0,0,0,0,0,0,2.65301,R
0,000001C7,8,7,0,0,0,0,0,0,0,2.65327,R
0,000000F1,8,0,0,0,0,0,0,0,0,2.65353,R
0,000001E1,8,0,0,0,0,0,0,0,0,2.65378,R
0,00000199,8,0,0,0,0,0,0,0,FF,2.65481,R
0,000000F9,8,0,0,0,0,0,0,FF,0,2.65506,R
0,0000019D,8,0,0,0,0,0,FF,FF,0,2.65532,R
0,000001F5,8,0,0,0,0,0,FF,0,0,2.65557,R
0,000001F3,8,0,0,0,0,0,0,0,0,2.65634,R
0,000000C9,8,93,F7,D4,9,0,0,0,0,2.6601,R
0,00000191,8,0,0,0,0,0,0,0,0,2.66027,R
0,000000C1,8,1,0,0,0,0,0,0,0,2.66103,R
0,000000C5,8,2,0,0,0,0,0,0,0,2.66129,R
0,000001E5,8,3,0,0,0,0,0,0,0,2.66155,R
0,000000F1,8,0,0,0,0,0,0,0,0,2.66334,R
0,00000121,4,2,0,0,0,,,,,2.66351,R
0,00000130,4,10,27,0,0,,,,,2.66368,R
0,000001A1,8,40,B5,0,0,0,0,0,0,2.66573,R
0,000001C3,8,9A,F7,D4,9,0,0,0,0,2.66598,R
0,00000199,8,0,0,0,0,0,0,0,FF,2.66786,R
0,000000F9,8,0,0,0,0,0,0,FF,0,2.66812,R
0,000000C9,8,A7,F7,D4,9,0,0,0,0,2.67008,R
0,00000191,8,0,0,0,0,0,0,0,0,2.67034,R
0,000000C1,8,1,0,0,0,0,0,0,0,2.6711,R
0,000000C5,8,2,0,0,0,0,0,0,0,2.67136,R
0,000001CD,8,8,0,0,0,0,0,0,0,2.67162,R
0,000001E5,8,3,0,0,0,0,0,0,0,2.67187,R
0,00000184,8,4,0,0,0,0,0,0,0,2.67213,R
0,000001E9,8,5,0,0,0,0,0,0,0,2.6723,R
0,00000334,8,6,0,0,0,0,0,0,0,2.67255,R
0,000001C7,8,7,0,0,0,0,0,0,0,2.67281,R
0,000000F1,8,0,0,0,0,0,0,0,0,2.67332,R
0,000000C9,8,B6,F7,D4,9,0,0,0,0,2.68006,R
0,00000191,8,0,0,0,0,0,0,0,0,2.68032,R
0,00000199,8,0,0,0,0,0,0,0,FF,2.68058,R
0,000000F9,8,0,0,0,0,0,0,FF,0,2.68083,R
0,0000019D,8,0,0,0,0,0,FF,FF,0,2.68109,R
0,000000C1,8,1,0,0,0,0,0,0,0,2.68134,R
0,000001F5,8,0,0,0,0,0,FF,0,0,2.6816,R
0,000000C5,8,2,0,0,0,0,0,0,0,2.68177,R
0,000001E5,8,3,0,0,0,0,0,0,0,2.68203,R
0,000000F1,8,0,0,0,0,0,0,0,0,2.68331,R
0,000001E1,8,0,0,0,0,0,0,0,0,2.68356,R
0,00000121,4,2,0,0,0,,,,,2.68826,R
0,000001F3,8,0,0,0,0,0,0,0,0,2.68928,R
0,000000C9,8,C5,F7,D4,9,0,0,0,0,2.69005,R
0,00000191,8,0,0,0,0,0,0,0,0,2.6903,R
0,000001A1,8,40,B5,0,0,0,0,0,0,2.69056,R
0,000001C3,8,CA,F7,D4,9,0,0,0,0,2.69082,R
0,000000C1,8,1,0,0,0,0,0,0,0,2.69107,R
0,000000C5,8,2,0,0,0,0,0,0,0,2.69133,R
0,0000017D,8,0C,0,0,0,0,0,0,0,2.69158,R
0,0000017F,8,0D,0,0,0,0,0,0,0,2.69184,R
0,00000773,8,0E,0,0,0,0,0,0,0,2.6921,R
0,00000500,8,0F,0,0,0,0,0,0,0,2.69235,R
0,000001CD,8,8,0,0,0,0,0,0,0,2.69261,R
0,000001E5,8,3,0,0,0,0,0,0,0,2.69286,R
0,00000184,8,4,0,0,0,0,0,0,0,2.69312,R
0,000000F1,8,0,0,0,0,0,0,0,0,2.69338,R
0,00000199,8,0,0,0,0,0,0,0,FF,2.69363,R
0,000000F9,8,0,0,0,0,0,0,FF,0,2.6938,R
0,000001E9,8,5,0,0,0,0,0,0,0,2.69406,R
0,00000348,8,0A,0,0,0,0,0,0,0,2.69431,R
0,000002F9,8,9,0,0,0,0,0,0,0,2.69457,R
0,00000334,8,6,0,0,0,0,0,0,0,2.69483,R
0,000001C7,8,7,0,0,0,0,0,0,0,2.69508,R
0,0000034A,8,0B,0,0,0,0,0,0,0,2.69534,R
0,000000C9,8,D9,F7,D4,9,0,0,0,0,2.70003,R
0,00000191,8,0,0,0,0,0,0,0,0,2.70029,R
0,000002C3,8,0B,F8,D4,9,0,0,0,0,2.70054,R
0,000000C1,8,1,0,0,0,0,0,0,0,2.70106,R
0,000000C5,8,2,0,0,0,0,0,0,0,2.70131,R
0,000001E5,8,3,0,0,0,0,0,0,0,2.70157,R
0,000000F1,8,0,0,0,0,0,0,0,0,2.70327,R
0,00000199,8,0,0,0,0,0,0,0,FF,2.70609,R
0,000000F9,8,0,0,0,0,0,0,FF,0,2.70635,R
0,0000019D,8,0,0,0,0,0,FF,FF,0,2.70652,R
0,000001F5,8,0,0,0,0,0,FF,0,0,2.70677,R
0,000000C9,8,1A,F8,D4,9,0,0,0,0,2.7101,R
0,00000191,8,0,0,0,0,0,0,0,0,2.71036,R
0,000000C1,8,1,0,0,0,0,0,0,0,2.71104,R
0,000000C5,8,2,0,0,0,0,0,0,0,2.7113,R
0,000001CD,8,8,0,0,0,0,0,0,0,2.71155,R
0,000001E5,8,3,0,0,0,0,0,0,0,2.71181,R
0,00000184,8,4,0,0,0,0,0,0,0,2.71206,R
0,000001E9,8,5,0,0,0,0,0,0,0,2.71232,R
0,000001A1,8,40,B5,0,0,0,0,0,0,2.71258,R
0,000001C3,8,20,F8,D4,9,0,0,0,0,2.71283,R
0,000001C7,8,7,0,0,0,0,0,0,0,2.71309,R
0,000000F1,8,0,0,0,0,0,0,0,0,2.71334,R
0,00000121,4,2,0,0,0,,,,,2.71351,R
0,0000012A,8,0,0,0,0,0,0,0,0,2.71377,R
0,00000130,4,10,27,0,0,,,,,2.71394,R
0,00000134,8,0,0,0,0,0,0,0,0,2.7142,R
0,000001E1,8,0,0,0,0,0,0,0,0,2.71437,R
0,000001F1,8,0,0,0,0,0,0,0,0,2.71462,R
0,00000334,8,6,0,0,0,0,0,0,0,2.71488,R
0,000003C9,8,0,0,0,0,0,0,0,0,2.71514,R
0,00000199,8,0,0,0,0,0,0,0,FF,2.71906,R
0,000000F9,8,0,0,0,0,0,0,FF,0,2.71932,R
0,000000C9,8,2E,F8,D4,9,0,0,0,0,2.72009,R
0,00000191,8,0,0,0,0,0,0,0,0,2.72034,R
0,000000C1,8,1,0,0,0,0,0,0,0,2.72111,R
0,000000C5,8,2,0,0,0,0,0,0,0,2.72137,R
0,000001E5,8,3,0,0,0,0,0,0,0,2.72162,R
0,000001F3,8,0,0,0,0,0,0,0,0,2.7223,R
0,000000F1,8,0,0,0,0,0,0,0,0,2.72333,R
0,000000C9,8,3D,F8,D4,9,0,0,0,0,2.73007,R
0,00000191,8,0,0,0,0,0,0,0,0,2.73033,R
0,000000C1,8,1,0,0,0,0,0,0,0,2.73109,R
0,000000C5,8,2,0,0,0,0,0,0,0,2.73135,R
0,000001CD,8,8,0,0,0,0,0,0,0,2.73161,R
0,000000F9,8,0,0,0,0,0,0,FF,0,2.73186,R
0,0000019D,8,0,0,0,0,0,FF,FF,0,2.73212,R
0,00000184,8,4,0,0,0,0,0,0,0,2.73237,R
0,00000199,8,0,0,0,0,0,0,0,FF,2.73254,R
0,000001E5,8,3,0,0,0,0,0,0,0,2.7328,R
0,000001E9,8,5,0,0,0,0,0,0,0,2.73306,R
0,000000F1,8,0,0,0,0,0,0,0,0,2.73331,R
0,00000334,8,6,0,0,0,0,0,0,0,2.73357,R
0,000001C7,8,7,0,0,0,0,0,0,0,2.73382,R
0,000001A1,8,40,B5,0,0,0,0,0,0,2.7357,R
0,000001C3,8,44,F8,D4,9,0,0,0,0,2.73596,R
0,00000121,4,2,0,0,0,,,,,2.73826,R
0,000000C9,8,51,F8,D4,9,0,0,0,0,2.74005,R
0,00000191,8,0,0,0,0,0,0,0,0,2.74031,R
0,000000C1,8,1,0,0,0,0,0,0,0,2.74108,R
0,000000C5,8,2,0,0,0,0,0,0,0,2.74133,R
0,000001E5,8,3,0,0,0,0,0,0,0,2.74159,R
0,00000348,8,0A,0,0,0,0,0,0,0,2.74185,R
0,000002F9,8,9,0,0,0,0,0,0,0,2.7421,R
0,0000034A,8,0B,0,0,0,0,0,0,0,2.74236,R
0,000000F1,8,0,0,0,0,0,0,0,0,2.7433,R
0,000001E1,8,0,0,0,0,0,0,0,0,2.74355,R
0,00000199,8,0,0,0,0,0,0,0,FF,2.74449,R
0,000000F9,8,0,0,0,0,0,0,FF,0,2.74475,R
0,000000C9,8,60,F8,D4,9,0,0,0,0,2.75004,R
0,00000191,8,0,0,0,0,0,0,0,0,2.75029,R
0,000002C3,8,92,F8,D4,9,0,0,0,0,2.75055,R
0,000003C1,8,F6,F8,D4,9,0,0,0,0,2.75081,R
0,000003D1,8,BE,F9,D4,9,0,0,0,0,2.75106,R
0,000000C1,8,1,0,0,0,0,0,0,0,2.75132,R
0,000003E9,8,5A,F9,D4,9,0,0,0,0,2.75149,R
0,000000C5,8,2,0,0,0,0,0,0,0,2.75174,R
0,000001CD,8,8,0,0,0,0,0,0,0,2.752,R
0,000001E5,8,3,0,0,0,0,0,0,0,2.75226,R
0,00000184,8,4,0,0,0,0,0,0,0,2.75251,R
0,000001E9,8,5,0,0,0,0,0,0,0,2.75277,R
0,00000334,8,6,0,0,0,0,0,0,0,2.75302,R
0,000001C7,8,7,0,0,0,0,0,0,0,2.75328,R
0,000000F1,8,0,0,0,0,0,0,0,0,2.75354,R
0,000001F3,8,0,0,0,0,0,0,0,0,2.75533,R
0,00000199,8,0,0,0,0,0,0,0,FF,2.75712,R
0,000000F9,8,0,0,0,0,0,0,FF,0,2.75738,R
0,0000019D,8,0,0,0,0,0,FF,FF,0,2.75763,R
0,000001F5,8,0,0,0,0,0,FF,0,0,2.75789,R
0,000000C9,8,5,F9,D4,9,0,0,0,0,2.76011,R
0,00000191,8,0,0,0,0,0,0,0,0,2.76028,R
0,000001A1,8,40,B5,0,0,0,0,0,0,2.76053,R
0,000001C3,8,0A,F9,D4,9,0,0,0,0,2.76079,R
0,000000C1,8,1,0,0,0,0,0,0,0,2.76105,R
0,000000C5,8,2,0,0,0,0,0,0,0,2.7613,R
0,000001E5,8,3,0,0,0,0,0,0,0,2.76156,R
0,000000F1,8,0,0,0,0,0,0,0,0,2.76326,R
0,00000121,4,2,0,0,0,,,,,2.76343,R
0,00000130,4,10,27,0,0,,,,,2.76361,R
0,000000C9,8,19,F9,D4,9,0,0,0,0,2.77009,R
0,000000F9,8,0,0,0,0,0,0,FF,0,2.77035,R
0,00000191,8,0,0,0,0,0,0,0,0,2.7706,R
0,00000199,8,0,0,0,0,0,0,0,FF,2.77086,R
0,000000C1,8,1,0,0,0,0,0,0,0,2.77111,R
0,000000C5,8,2,0,0,0,0,0,0,0,2.77137,R
0,000001CD,8,8,0,0,0,0,0,0,0,2.77154,R
0,000001E5,8,3,0,0,0,0,0,0,0,2.7718,R
0,00000184,8,4,0,0,0,0,0,0,0,2.77205,R
0,000001E9,8,5,0,0,0,0,0,0,0,2.77231,R
0,00000334,8,6,0,0,0,0,0,0,0,2.77257,R
0,000001C7,8,7,0,0,0,0,0,0,0,2.77282,R
0,000000F1,8,0,0,0,0,0,0,0,0,2.77333,R
0,000001E1,8,0,0,0,0,0,0,0,0,2.77359,R
0,000000C9,8,28,F9,D4,9,0,0,0,0,2.78007,R
0,00000191,8,0,0,0,0,0,0,0,0,2.78033,R
0,000000C1,8,1,0,0,0,0,0,0,0,2.7811,R
0,000000C5,8,2,0,0,0,0,0,0,0,2.78135,R
0,000001E5,8,3,0,0,0,0,0,0,0,2.78161,R
0,000001A1,8,40,B5,0,0,0,0,0,0,2.78238,R
0,000001C3,8,2E,F9,D4,9,0,0,0,0,2.78263,R
0,000000F9,8,0,0,0,0,0,0,FF,0,2.78289,R
0,0000019D,8,0,0,0,0,0,FF,FF,0,2.78315,R
0,00000199,8,0,0,0,0,0,0,0,FF,2.7834,R
0,000000F1,8,0,0,0,0,0,0,0,0,2.78366,R
0,00000121,4,2,0,0,0,,,,,2.78818,R
0,000001F3,8,0,0,0,0,0,0,0,0,2.78844,R
0,000000C9,8,3C,F9,D4,9,0,0,0,0,2.79006,R
0,00000191,8,0,0,0,0,0,0,0,0,2.79031,R
0,000000C1,8,1,0,0,0,0,0,0,0,2.79108,R
0,000000C5,8,2,0,0,0,0,0,0,0,2.79134,R
0,0000017D,8,0C,0,0,0,0,0,0,0,2.79159,R
0,0000017F,8,0D,0,0,0,0,0,0,0,2.79185,R
0,000001CD,8,8,0,0,0,0,0,0,0,2.79211,R
0,000001E5,8,3,0,0,0,0,0,0,0,2.79236,R
0,00000184,8,4,0,0,0,0,0,0,0,2.79262,R
0,000001E9,8,5,0,0,0,0,0,0,0,2.79287,R
0,00000348,8,0A,0,0,0,0,0,0,0,2.79305,R
0,000000F1,8,0,0,0,0,0,0,0,0,2.7933,R
0,000002F9,8,9,0,0,0,0,0,0,0,2.79356,R
0,00000334,8,6,0,0,0,0,0,0,0,2.79381,R
0,000001C7,8,7,0,0,0,0,0,0,0,2.79407,R
0,0000034A,8,0B,0,0,0,0,0,0,0,2.79433,R
0,00000199,8,0,0,0,0,0,0,0,FF,2.79561,R
0,000000F9,8,0,0,0,0,0,0,FF,0,2.79578,R
0,000000C9,8,4B,F9,D4,9,0,0,0,0,2.80004,R
0,00000191,8,0,0,0,0,0,0,0,0,2.8003,R
0,000002C3,8,7D,F9,D4,9,0,0,0,0,2.80055,R
0,000003F9,8,DB,FA,D4,9,0,0,0,0,2.80081,R
0,000003FB,8,77,FA,D4,9,0,0,0,0,2.80107,R
0,000000C1,8,1,0,0,0,0,0,0,0,2.80132,R
0,000000C5,8,2,0,0,0,0,0,0,0,2.80158,R
0,000001E5,8,3,0,0,0,0,0,0,0,2.80183,R
0,000000F1,8,0,0,0,0,0,0,0,0,2.80329,R
0,000001E1,8,0,0,0,0,0,0,0,0,2.80354,R
0,000001A1,8,40,B5,0,0,0,0,0,0,2.80576,R
0,000001C3,8,7E,FA,D4,9,0,0,0,0,2.80602,R
0,00000199,8,0,0,0,0,0,0,0,FF,2.80815,R
0,000000F9,8,0,0,0,0,0,0,FF,0,2.80841,R
